Date,Actual,HW_Forecast
2025-09-10,965.9000244140625,1012.8453081527583
2025-09-11,967.7999877929688,1013.1368981516255
2025-09-12,967.2999877929688,1013.4284881504925
2025-09-15,967.0499877929688,1013.7200781493597
2025-09-16,966.8499755859375,1014.0116681482267
2025-09-17,966.5,1014.3032581470939
2025-09-18,976.9000244140625,1014.5948481459609
2025-09-19,966.9000244140625,1014.886438144828
2025-09-22,964.2000122070312,1015.1780281436951
2025-09-23,957.2000122070312,1015.4696181425622
2025-09-24,951.0499877929688,1015.7612081414293
2025-09-25,949.8499755859375,1016.0527981402964
2025-09-26,945.0499877929688,1016.3443881391635
2025-09-29,950.2999877929688,1016.6359781380306
2025-09-30,951.0,1016.9275681368977
2025-10-01,965.25,1017.2191581357648
2025-10-03,965.1500244140625,1017.5107481346319
2025-10-06,973.4500122070312,1017.802338133499
2025-10-07,982.5,1018.093928132366
2025-10-08,978.7000122070312,1018.3855181312332
2025-10-09,977.0999755859375,1018.6771081301002
2025-10-10,980.9000244140625,1018.9686981289674
2025-10-13,977.0,1019.2602881278344
2025-10-14,977.1500244140625,1019.5518781267016
2025-10-15,978.25,1019.8434681255687
2025-10-16,994.3499755859375,1020.1350581244358
2025-10-17,1002.5499877929688,1020.4266481233029
2025-10-20,1002.9500122070312,1020.71823812217
2025-10-21,1007.7000122070312,1021.0098281210371
2025-10-23,1008.7999877929688,1021.3014181199042
2025-10-24,994.75,1021.5930081187713
2025-10-27,1002.9500122070312,1021.8845981176383
2025-10-28,1003.5499877929688,1022.1761881165055
2025-10-29,1007.8499755859375,1022.4677781153725
2025-10-30,998.1500244140625,1022.7593681142397
2025-10-31,987.2999877929688,1023.0509581131067
2025-11-03,992.6500244140625,1023.3425481119739
2025-11-04,985.25,1023.6341381108409
2025-11-06,984.6500244140625,1023.9257281097081
2025-11-07,982.2999877929688,1024.2173181085752
2025-11-10,984.5,1024.5089081074423
2025-11-11,991.7000122070312,1024.8004981063093
2025-11-12,989.5,1025.0920881051763
2025-11-13,986.6500244140625,1025.3836781040436
2025-11-14,989.5999755859375,1025.6752681029106
2025-11-17,996.5499877929688,1025.9668581017777
2025-11-18,992.4500122070312,1026.2584481006447
2025-11-19,994.5999755859375,1026.550038099512
2025-11-20,1008.8499755859375,1026.841628098379
2025-11-21,998.0499877929688,1027.133218097246
2025-11-24,999.1500244140625,1027.4248080961133
2025-11-25,989.7999877929688,1027.7163980949804
2025-11-26,1003.9000244140625,1028.0079880938474
2025-11-27,1009.5,1028.2995780927145
2025-11-28,1007.5999755859375,1028.5911680915817
2025-12-01,1002.0999755859375,1028.8827580904488
2025-12-02,989.7999877929688,1029.1743480893158
2025-12-03,1000.5,1029.4659380881828
2025-12-04,997.2000122070312,1029.75752808705
2025-12-05,1003.2999877929688,1030.0491180859171
2025-12-08,1003.0999755859375,1030.3407080847842
2025-12-09,997.0999755859375,1030.6322980836512
2025-12-10,989.7999877929688,1030.9238880825185
2025-12-11,1000.2999877929688,1031.2154780813855
2025-12-12,1001.5,1031.5070680802526
2025-12-15,996.0999755859375,1031.7986580791196
2025-12-16,994.2999877929688,1032.0902480779869
2025-12-17,984.0,1032.381838076854
2025-12-18,979.7000122070312,1032.673428075721
2025-12-19,985.5,1032.965018074588
2025-12-22,987.7000122070312,1033.2566080734553
2025-12-23,996.5999755859375,1033.5481980723223
2025-12-24,997.2000122070312,1033.8397880711893
2025-12-26,992.0999755859375,1034.1313780700566
2025-12-29,991.7000122070312,1034.4229680689236
2025-12-30,990.9000244140625,1034.7145580677907
