Date,Actual,ARIMA_Forecast
2025-09-23,957.2000122070312,997.2785105106868
2025-09-24,951.0499877929688,997.2383162286409
2025-09-25,949.8499755859375,997.4513958870388
2025-09-26,945.0499877929688,997.22678852512
2025-09-29,950.2999877929688,997.3039248041476
2025-09-30,951.0,997.419028083277
2025-10-01,965.25,997.2052695356002
2025-10-03,965.1500244140625,997.3606689252623
2025-10-06,973.4500122070312,997.3693266571853
2025-10-07,982.5,997.2133679397148
2025-10-08,978.7000122070312,997.3971770819766
2025-10-09,977.0999755859375,997.3168316210752
2025-10-10,980.9000244140625,997.2438253838811
2025-10-13,977.0,997.4087849777804
2025-10-14,977.1500244140625,997.2740692036409
2025-10-15,978.25,997.2855898896103
2025-10-16,994.3499755859375,997.3973792859686
2025-10-17,1002.5499877929688,997.249051990571
2025-10-20,1002.9500122070312,997.3270379824405
2025-10-21,1007.7000122070312,997.3697703581686
2025-10-23,1008.7999877929688,997.2442684409634
2025-10-24,994.75,997.3587396664477
2025-10-27,1002.9500122070312,997.3352348191105
2025-10-28,1003.5499877929688,997.257121304697
2025-10-29,1007.8499755859375,997.3752167453516
2025-10-30,998.1500244140625,997.3029420425073
2025-10-31,987.2999877929688,997.2814501890114
2025-11-03,992.6500244140625,997.3754756931514
2025-11-04,985.25,997.2798747936138
2025-11-06,984.6500244140625,997.3095919136582
2025-11-07,982.2999877929688,997.3624167167642
2025-11-10,984.5,997.2696298413015
2025-11-11,991.7000122070312,997.3344088905205
2025-11-12,989.5,997.3414593523146
2025-11-13,986.6500244140625,997.2722125105714
2025-11-14,989.5999755859375,997.3508270534559
2025-11-17,996.5499877929688,997.3188421717228
2025-11-18,992.4500122070312,997.284690829678
2025-11-19,994.5999755859375,997.3566207935249
2025-11-20,1008.8499755859375,997.3000452759792
2025-11-21,998.0499877929688,997.3024026747067
2025-11-24,999.1500244140625,997.3524026292115
2025-11-25,989.7999877929688,997.2886742704416
2025-11-26,1003.9000244140625,997.3203386775748
2025-11-27,1009.5,997.3409650960073
2025-11-28,1007.5999755859375,997.2859769762265
2025-12-01,1002.0999755859375,997.3343522676419
2025-12-02,989.7999877929688,997.3262437079629
2025-12-03,1000.5,997.2909880439909
2025-12-04,997.2000122070312,997.3419514052597
2025-12-05,1003.2999877929688,997.3122075226953
2025-12-08,1003.0999755859375,997.3011537875617
2025-12-09,997.0999755859375,997.3425671071403
2025-12-10,989.7999877929688,997.3019444775596
2025-12-11,1000.2999877929688,997.3132065785445
2025-12-12,1001.5,997.3373327712998
2025-12-15,996.0999755859375,997.2971153276097
2025-12-16,994.2999877929688,997.3240431075204
2025-12-17,984.0,997.3285140847227
2025-12-18,979.7000122070312,997.2978339200682
2025-12-19,985.5,997.331404766624
2025-12-22,987.7000122070312,997.3187837731535
2025-12-23,996.5999755859375,997.3029234134353
2025-12-24,997.2000122070312,997.3342405184101
2025-12-26,992.0999755859375,997.3105355206305
2025-12-29,991.7000122070312,997.3104211887272
2025-12-30,990.9000244140625,997.332727127843
